"full_name","constituency","party","profile_url","dail_term","dail_period","number_of_seats","term_number"
"Mattie McGrath","Tipperary","Independent","/en/members/member/Mattie-McGrath.D.2007-06-14/","32nd Dáil","(2016 - 2020)","158",32
"Michael McGrath","Cork South-Central","Fianna Fáil","/en/members/member/Michael-McGrath.D.2007-06-14/","32nd Dáil","(2016 - 2020)","158",32
"John McGuinness","Carlow-Kilkenny","Fianna Fáil","/en/members/member/John-McGuinness.D.1997-06-26/","32nd Dáil","(2016 - 2020)","158",32
"Joe McHugh","Donegal","Fine Gael","/en/members/member/Joe-McHugh.S.2002-09-12/","32nd Dáil","(2016 - 2020)","158",32
"Tony McLoughlin","Sligo-Leitrim","Fine Gael","/en/members/member/Tony-McLoughlin.D.2011-03-09/","32nd Dáil","(2016 - 2020)","158",32
"Denise Mitchell","Dublin Bay North","Sinn Féin","/en/members/member/Denise-Mitchell.D.2016-10-03/","32nd Dáil","(2016 - 2020)","158",32
"Mary Mitchell O'Connor","Dún Laoghaire","Fine Gael","/en/members/member/Mary-Mitchell-O'Connor.D.2011-03-09/","32nd Dáil","(2016 - 2020)","158",32
"Kevin Boxer Moran","Longford-Westmeath","Independent","/en/members/member/Kevin-Boxer-Moran.D.2016-10-03/","32nd Dáil","(2016 - 2020)","158",32
"Aindrias Moynihan","Cork North-West","Fianna Fáil","/en/members/member/Aindrias-Moynihan.D.2016-10-03/","32nd Dáil","(2016 - 2020)","158",32
"Michael Moynihan","Cork North-West","Fianna Fáil","/en/members/member/Michael-Moynihan.D.1997-06-26/","32nd Dáil","(2016 - 2020)","158",32
"Imelda Munster","Louth","Sinn Féin","/en/members/member/Imelda-Munster.D.2016-10-03/","32nd Dáil","(2016 - 2020)","158",32
"Catherine Murphy","Kildare North","Social Democrats","/en/members/member/Catherine-Murphy.D.2005-03-11/","32nd Dáil","(2016 - 2020)","158",32
"Dara Murphy","Cork North-Central","Fine Gael","/en/members/member/Dara-Murphy.D.2011-03-09/","32nd Dáil","(2016 - 2020)","158",32
"Eoghan Murphy","Dublin Bay South","Fine Gael","/en/members/member/Eoghan-Murphy.D.2011-03-09/","32nd Dáil","(2016 - 2020)","158",32
"Eugene Murphy","Roscommon-Galway","Fianna Fáil","/en/members/member/Eugene-Murphy.D.2016-10-03/","32nd Dáil","(2016 - 2020)","158",32
"Paul Murphy","Dublin South-West","Solidarity - People Before Profit","/en/members/member/Paul-Murphy.D.2014-10-10/","32nd Dáil","(2016 - 2020)","158",32
"Margaret Murphy O'Mahony","Cork South-West","Fianna Fáil","/en/members/member/Margaret-Murphy-O'Mahony.D.2016-10-03/","32nd Dáil","(2016 - 2020)","158",32
"Denis Naughten","Roscommon-Galway","Independent","/en/members/member/Denis-Naughten.S.1997-01-28/","32nd Dáil","(2016 - 2020)","158",32
"Hildegarde Naughton","Galway West","Fine Gael","/en/members/member/Hildegarde-Naughton.S.2013-07-19/","32nd Dáil","(2016 - 2020)","158",32
"Tom Neville","Limerick County","Fine Gael","/en/members/member/Tom-Neville.D.2016-10-03/","32nd Dáil","(2016 - 2020)","158",32
"Carol Nolan","Offaly","Independent","/en/members/member/Carol-Nolan.D.2016-10-03/","32nd Dáil","(2016 - 2020)","158",32
"Michael Noonan","Limerick City","Fine Gael","/en/members/member/Michael-Noonan.D.1981-06-30/","32nd Dáil","(2016 - 2020)","158",32
"Darragh O'Brien","Dublin Fingal","Fianna Fáil","/en/members/member/Darragh-O'Brien.D.2007-06-14/","32nd Dáil","(2016 - 2020)","158",32
"Joe O'Brien","Dublin Fingal","Green Party","/en/members/member/Joe-O'Brien.D.2019-11-29/","32nd Dáil","(2016 - 2020)","158",32
"Jonathan O'Brien","Cork North-Central","Sinn Féin","/en/members/member/Jonathan-O'Brien.D.2011-03-09/","32nd Dáil","(2016 - 2020)","158",32
"Jim O'Callaghan","Dublin Bay South","Fianna Fáil","/en/members/member/Jim-O'Callaghan.D.2016-10-03/","32nd Dáil","(2016 - 2020)","158",32
"Kate O'Connell","Dublin Bay South","Fine Gael","/en/members/member/Kate-O'Connell.D.2016-10-03/","32nd Dáil","(2016 - 2020)","158",32
"Willie O'Dea","Limerick City","Fianna Fáil","/en/members/member/Willie-O'Dea.D.1982-03-09/","32nd Dáil","(2016 - 2020)","158",32
"Patrick O'Donovan","Limerick County","Fine Gael","/en/members/member/Patrick-O'Donovan.D.2011-03-09/","32nd Dáil","(2016 - 2020)","158",32
"Fergus O'Dowd","Louth","Fine Gael","/en/members/member/Fergus-O'Dowd.S.1997-09-17/","32nd Dáil","(2016 - 2020)","158",32
"Kevin O'Keeffe","Cork East","Fianna Fáil","/en/members/member/Kevin-O'Keeffe.D.2016-10-03/","32nd Dáil","(2016 - 2020)","158",32
"Fiona O'Loughlin","Kildare South","Fianna Fáil","/en/members/member/Fiona-O'Loughlin.D.2016-10-03/","32nd Dáil","(2016 - 2020)","158",32
"Louise O'Reilly","Dublin Fingal","Sinn Féin","/en/members/member/Louise-O'Reilly.D.2016-10-03/","32nd Dáil","(2016 - 2020)","158",32
"Frank O'Rourke","Kildare North","Fianna Fáil","/en/members/member/Frank-O'Rourke.D.2016-10-03/","32nd Dáil","(2016 - 2020)","158",32
"Jan O'Sullivan","Limerick City","Labour Party","/en/members/member/Jan-O'Sullivan.S.1993-02-17/","32nd Dáil","(2016 - 2020)","158",32
"Maureen O'Sullivan","Dublin Central","Independent","/en/members/member/Maureen-O'Sullivan.D.2009-06-05/","32nd Dáil","(2016 - 2020)","158",32
"Pádraig O'Sullivan","Cork North-Central","Fianna Fáil","/en/members/member/Pádraig-O'Sullivan.D.2019-11-29/","32nd Dáil","(2016 - 2020)","158",32
"Willie Penrose","Longford-Westmeath","Labour Party","/en/members/member/Willie-Penrose.D.1992-12-14/","32nd Dáil","(2016 - 2020)","158",32
"John Paul Phelan","Carlow-Kilkenny","Fine Gael","/en/members/member/John-Paul-Phelan.S.2002-09-12/","32nd Dáil","(2016 - 2020)","158",32
"Thomas Pringle","Donegal","Independents 4 Change","/en/members/member/Thomas-Pringle.D.2011-03-09/","32nd Dáil","(2016 - 2020)","158",32
"Maurice Quinlivan","Limerick City","Sinn Féin","/en/members/member/Maurice-Quinlivan.D.2016-10-03/","32nd Dáil","(2016 - 2020)","158",32
"Anne Rabbitte","Galway East","Fianna Fáil","/en/members/member/Anne-Rabbitte.D.2016-10-03/","32nd Dáil","(2016 - 2020)","158",32
"Michael Ring","Mayo","Fine Gael","/en/members/member/Michael-Ring.D.1994-06-09/","32nd Dáil","(2016 - 2020)","158",32
"Noel Rock","Dublin North-West","Fine Gael","/en/members/member/Noel-Rock.D.2016-10-03/","32nd Dáil","(2016 - 2020)","158",32
"Shane Ross","Dublin Rathdown","Independent","/en/members/member/Shane-PN-Ross.S.1981-10-08/","32nd Dáil","(2016 - 2020)","158",32
"Brendan Ryan","Dublin Fingal","Labour Party","/en/members/member/Brendan-Ryan.S.2007-07-23/","32nd Dáil","(2016 - 2020)","158",32
"Eamon Ryan","Dublin Bay South","Green Party","/en/members/member/Eamon-Ryan.D.2002-06-06/","32nd Dáil","(2016 - 2020)","158",32
"Eamon Scanlon","Sligo-Leitrim","Fianna Fáil","/en/members/member/Eamon-Scanlon.S.2002-09-12/","32nd Dáil","(2016 - 2020)","158",32
"Seán Sherlock","Cork East","Labour Party","/en/members/member/Seán-Sherlock.D.2007-06-14/","32nd Dáil","(2016 - 2020)","158",32
"Róisín Shortall","Dublin North-West","Social Democrats","/en/members/member/Róisín-Shortall.D.1992-12-14/","32nd Dáil","(2016 - 2020)","158",32
"Brendan Smith","Cavan-Monaghan","Fianna Fáil","/en/members/member/Brendan-Smith.D.1992-12-14/","32nd Dáil","(2016 - 2020)","158",32
"Bríd Smith","Dublin South-Central","Solidarity - People Before Profit","/en/members/member/Bríd-Smith.D.2016-10-03/","32nd Dáil","(2016 - 2020)","158",32
"Niamh Smyth","Cavan-Monaghan","Fianna Fáil","/en/members/member/Niamh-Smyth.D.2016-10-03/","32nd Dáil","(2016 - 2020)","158",32
"Brian Stanley","Laois","Sinn Féin","/en/members/member/Brian-Stanley.D.2011-03-09/","32nd Dáil","(2016 - 2020)","158",32
"David Stanton","Cork East","Fine Gael","/en/members/member/David-Stanton.D.1997-06-26/","32nd Dáil","(2016 - 2020)","158",32
"Robert Troy","Longford-Westmeath","Fianna Fáil","/en/members/member/Robert-Troy.D.2011-03-09/","32nd Dáil","(2016 - 2020)","158",32
"Peadar Tóibín","Meath West","Independent","/en/members/member/Peadar-Tóibín.D.2011-03-09/","32nd Dáil","(2016 - 2020)","158",32
"Leo Varadkar","Dublin West","Fine Gael","/en/members/member/Leo-Varadkar.D.2007-06-14/","32nd Dáil","(2016 - 2020)","158",32
"Mick Wallace","Wexford","Independents 4 Change","/en/members/member/Mick-Wallace.D.2011-03-09/","32nd Dáil","(2016 - 2020)","158",32
"Mark Ward","Dublin Mid-West","Sinn Féin","/en/members/member/Mark-Ward.D.2019-11-29/","32nd Dáil","(2016 - 2020)","158",32
"Katherine Zappone","Dublin South-West","Independent","/en/members/member/Katherine-Zappone.S.2011-05-25/","32nd Dáil","(2016 - 2020)","158",32
"Eoin Ó Broin","Dublin Mid-West","Sinn Féin","/en/members/member/Eoin-Ó-Broin.D.2016-10-03/","32nd Dáil","(2016 - 2020)","158",32
"Caoimhghín Ó Caoláin","Cavan-Monaghan","Sinn Féin","/en/members/member/Caoimhghín-Ó-Caoláin.D.1997-06-26/","32nd Dáil","(2016 - 2020)","158",32
"Éamon Ó Cuív","Galway West","Fianna Fáil","/en/members/member/Éamon-Ó-Cuív.S.1989-10-01/","32nd Dáil","(2016 - 2020)","158",32
"Seán Ó Fearghaíl","Kildare South","Fianna Fáil","/en/members/member/Seán-Ó-Fearghaíl.S.2000-06-09/","32nd Dáil","(2016 - 2020)","158",32
"Donnchadh Ó Laoghaire","Cork South-Central","Sinn Féin","/en/members/member/Donnchadh-Ó-Laoghaire.D.2016-10-03/","32nd Dáil","(2016 - 2020)","158",32
"Aengus Ó Snodaigh","Dublin South-Central","Sinn Féin","/en/members/member/Aengus-Ó-Snodaigh.D.2002-06-06/","32nd Dáil","(2016 - 2020)","158",32
"Chris Andrews","Dublin Bay South","Sinn Féin","/en/members/member/Chris-Andrews.D.2007-06-14/","33rd Dáil","(2020 - )","160",33
"Mick Barry","Cork North-Central","Solidarity - People Before Profit","/en/members/member/Mick-Barry.D.2016-10-03/","33rd Dáil","(2020 - )","160",33
"Cathal Berry","Kildare South","Independent","/en/members/member/Cathal-Berry.D.2020-02-08/","33rd Dáil","(2020 - )","160",33
"Richard Boyd Barrett","Dún Laoghaire","Solidarity - People Before Profit","/en/members/member/Richard-Boyd-Barrett.D.2011-03-09/","33rd Dáil","(2020 - )","160",33
"John Brady","Wicklow","Sinn Féin","/en/members/member/John-Brady.D.2016-10-03/","33rd Dáil","(2020 - )","160",33
"Colm Brophy","Dublin South-West","Fine Gael","/en/members/member/Colm-Brophy.D.2016-10-03/","33rd Dáil","(2020 - )","160",33
"James Browne","Wexford","Fianna Fáil","/en/members/member/James-Browne.D.2016-10-03/","33rd Dáil","(2020 - )","160",33
"Martin Browne","Tipperary","Sinn Féin","/en/members/member/Martin-Browne.D.2020-02-08/","33rd Dáil","(2020 - )","160",33
"Richard Bruton","Dublin Bay North","Fine Gael","/en/members/member/Richard-Bruton.S.1981-10-08/","33rd Dáil","(2020 - )","160",33
"Pat Buckley","Cork East","Sinn Féin","/en/members/member/Pat-Buckley.D.2016-10-03/","33rd Dáil","(2020 - )","160",33
"Colm Burke","Cork North-Central","Fine Gael","/en/members/member/Colm-Burke.S.2011-05-25/","33rd Dáil","(2020 - )","160",33
"Peter Burke","Longford-Westmeath","Fine Gael","/en/members/member/Peter-Burke.D.2016-10-03/","33rd Dáil","(2020 - )","160",33
"Mary Butler","Waterford","Fianna Fáil","/en/members/member/Mary-Butler.D.2016-10-03/","33rd Dáil","(2020 - )","160",33
"Thomas Byrne","Meath East","Fianna Fáil","/en/members/member/Thomas-Byrne.D.2007-06-14/","33rd Dáil","(2020 - )","160",33
"Jackie Cahill","Tipperary","Fianna Fáil","/en/members/member/Jackie-Cahill.D.2016-10-03/","33rd Dáil","(2020 - )","160",33
"Holly Cairns","Cork South-West","Social Democrats","/en/members/member/Holly-Cairns.D.2020-02-08/","33rd Dáil","(2020 - )","160",33
"Dara Calleary","Mayo","Fianna Fáil","/en/members/member/Dara-Calleary.D.2007-06-14/","33rd Dáil","(2020 - )","160",33
"Seán Canney","Galway East","Independent","/en/members/member/Seán-Canney.D.2016-10-03/","33rd Dáil","(2020 - )","160",33
"Ciarán Cannon","Galway East","Fine Gael","/en/members/member/Ciaran-Cannon.S.2007-07-23/","33rd Dáil","(2020 - )","160",33
"Joe Carey","Clare","Fine Gael","/en/members/member/Joe-Carey.D.2007-06-14/","33rd Dáil","(2020 - )","160",33
"Jennifer Carroll MacNeill","Dún Laoghaire","Fine Gael","/en/members/member/Jennifer-Carroll-MacNeill.D.2020-02-08/","33rd Dáil","(2020 - )","160",33
"Matt Carthy","Cavan-Monaghan","Sinn Féin","/en/members/member/Matt-Carthy.D.2020-02-08/","33rd Dáil","(2020 - )","160",33
"Jack Chambers","Dublin West","Fianna Fáil","/en/members/member/Jack-Chambers.D.2016-10-03/","33rd Dáil","(2020 - )","160",33
"Sorca Clarke","Longford-Westmeath","Sinn Féin","/en/members/member/Sorca-Clarke.D.2020-02-08/","33rd Dáil","(2020 - )","160",33
"Joan Collins","Dublin South-Central","Independents 4 Change","/en/members/member/Joan-Collins.D.2011-03-09/","33rd Dáil","(2020 - )","160",33
"Michael Collins","Cork South-West","Independent","/en/members/member/Michael-Collins.D.2016-10-03/","33rd Dáil","(2020 - )","160",33
"Niall Collins","Limerick County","Fianna Fáil","/en/members/member/Niall-Collins.D.2007-06-14/","33rd Dáil","(2020 - )","160",33
"Catherine Connolly","Galway West","Independent","/en/members/member/Catherine-Connolly.D.2016-10-03/","33rd Dáil","(2020 - )","160",33
"Rose Conway-Walsh","Mayo","Sinn Féin","/en/members/member/Rose-Conway-Walsh.S.2016-04-25/","33rd Dáil","(2020 - )","160",33
"Patrick Costello","Dublin South-Central","Green Party","/en/members/member/Patrick-Costello.D.2020-02-08/","33rd Dáil","(2020 - )","160",33
"Simon Coveney","Cork South-Central","Fine Gael","/en/members/member/Simon-Coveney.D.1998-10-23/","33rd Dáil","(2020 - )","160",33
"Barry Cowen","Laois-Offaly","Fianna Fáil","/en/members/member/Barry-Cowen.D.2011-03-09/","33rd Dáil","(2020 - )","160",33
"Michael Creed","Cork North-West","Fine Gael","/en/members/member/Michael-Creed.D.1989-06-29/","33rd Dáil","(2020 - )","160",33
"Réada Cronin","Kildare North","Sinn Féin","/en/members/member/Réada-Cronin.D.2020-02-08/","33rd Dáil","(2020 - )","160",33
"Cathal Crowe","Clare","Fianna Fáil","/en/members/member/Cathal-Crowe.D.2020-02-08/","33rd Dáil","(2020 - )","160",33
"Seán Crowe","Dublin South-West","Sinn Féin","/en/members/member/Seán-Crowe.D.2002-06-06/","33rd Dáil","(2020 - )","160",33
"David Cullinane","Waterford","Sinn Féin","/en/members/member/David-Cullinane.S.2011-05-25/","33rd Dáil","(2020 - )","160",33
"Pa Daly","Kerry","Sinn Féin","/en/members/member/Pa-Daly.D.2020-02-08/","33rd Dáil","(2020 - )","160",33
"Cormac Devlin","Dún Laoghaire","Fianna Fáil","/en/members/member/Cormac-Devlin.D.2020-02-08/","33rd Dáil","(2020 - )","160",33
"Alan Dillon","Mayo","Fine Gael","/en/members/member/Alan-Dillon.D.2020-02-08/","33rd Dáil","(2020 - )","160",33
"Pearse Doherty","Donegal","Sinn Féin","/en/members/member/Pearse-Doherty.S.2007-07-23/","33rd Dáil","(2020 - )","160",33
"Paul Donnelly","Dublin West","Sinn Féin","/en/members/member/Paul-Donnelly.D.2020-02-08/","33rd Dáil","(2020 - )","160",33
"Stephen Donnelly","Wicklow","Fianna Fáil","/en/members/member/Stephen-Donnelly.D.2011-03-09/","33rd Dáil","(2020 - )","160",33
"Paschal Donohoe","Dublin Central","Fine Gael","/en/members/member/Paschal-Donohoe.S.2007-07-23/","33rd Dáil","(2020 - )","160",33
"Francis Noel Duffy","Dublin South-West","Green Party","/en/members/member/FrancisNoel-Duffy.D.2020-02-08/","33rd Dáil","(2020 - )","160",33
"Bernard Durkan","Kildare North","Fine Gael","/en/members/member/Bernard-Durkan.D.1981-06-30/","33rd Dáil","(2020 - )","160",33
"Dessie Ellis","Dublin North-West","Sinn Féin","/en/members/member/Dessie-Ellis.D.2011-03-09/","33rd Dáil","(2020 - )","160",33
"Damien English","Meath West","Fine Gael","/en/members/member/Damien-English.D.2002-06-06/","33rd Dáil","(2020 - )","160",33
"Alan Farrell","Dublin Fingal","Fine Gael","/en/members/member/Alan-Farrell.D.2011-03-09/","33rd Dáil","(2020 - )","160",33
"Mairéad Farrell","Galway West","Sinn Féin","/en/members/member/Mairéad-Farrell.D.2020-02-08/","33rd Dáil","(2020 - )","160",33
"Frankie Feighan","Sligo-Leitrim","Fine Gael","/en/members/member/Frank-Feighan.S.2002-09-12/","33rd Dáil","(2020 - )","160",33
"Michael Fitzmaurice","Roscommon-Galway","Independent","/en/members/member/Michael-Fitzmaurice.D.2014-10-10/","33rd Dáil","(2020 - )","160",33
"Peter Fitzpatrick","Louth","Independent","/en/members/member/Peter-Fitzpatrick.D.2011-03-09/","33rd Dáil","(2020 - )","160",33
"Joe Flaherty","Longford-Westmeath","Fianna Fáil","/en/members/member/Joe-Flaherty.D.2020-02-08/","33rd Dáil","(2020 - )","160",33
"Charles Flanagan","Laois-Offaly","Fine Gael","/en/members/member/Charles-Flanagan.D.1987-03-10/","33rd Dáil","(2020 - )","160",33
"Sean Fleming","Laois-Offaly","Fianna Fáil","/en/members/member/Seán-Fleming.D.1997-06-26/","33rd Dáil","(2020 - )","160",33
"Norma Foley","Kerry","Fianna Fáil","/en/members/member/Norma-Foley.D.2020-02-08/","33rd Dáil","(2020 - )","160",33
"Kathleen Funchion","Carlow-Kilkenny","Sinn Féin","/en/members/member/Kathleen-Funchion.D.2016-10-03/","33rd Dáil","(2020 - )","160",33
"Gary Gannon","Dublin Central","Social Democrats","/en/members/member/Gary-Gannon.D.2020-02-08/","33rd Dáil","(2020 - )","160",33
"Thomas Gould","Cork North-Central","Sinn Féin","/en/members/member/Thomas-Gould.D.2020-02-08/","33rd Dáil","(2020 - )","160",33
"Noel Grealish","Galway West","Independent","/en/members/member/Noel-Grealish.D.2002-06-06/","33rd Dáil","(2020 - )","160",33
"Brendan Griffin","Kerry","Fine Gael","/en/members/member/Brendan-Griffin.D.2011-03-09/","33rd Dáil","(2020 - )","160",33
"Johnny Guirke","Meath West","Sinn Féin","/en/members/member/Johnny-Guirke.D.2020-02-08/","33rd Dáil","(2020 - )","160",33
"Marian Harkin","Sligo-Leitrim","Independent","/en/members/member/Marian-Harkin.D.2002-06-06/","33rd Dáil","(2020 - )","160",33
"Simon Harris","Wicklow","Fine Gael","/en/members/member/Simon-Harris.D.2011-03-09/","33rd Dáil","(2020 - )","160",33
"Seán Haughey","Dublin Bay North","Fianna Fáil","/en/members/member/Seán-Haughey.S.1987-04-25/","33rd Dáil","(2020 - )","160",33
"Danny Healy-Rae","Kerry","Independent","/en/members/member/Danny-Healy-Rae.D.2016-10-03/","33rd Dáil","(2020 - )","160",33
"Michael Healy-Rae","Kerry","Independent","/en/members/member/Michael-Healy-Rae.D.2011-03-09/","33rd Dáil","(2020 - )","160",33
"Martin Heydon","Kildare South","Fine Gael","/en/members/member/Martin-Heydon.D.2011-03-09/","33rd Dáil","(2020 - )","160",33
"Emer Higgins","Dublin Mid-West","Fine Gael","/en/members/member/Emer-Higgins.D.2020-02-08/","33rd Dáil","(2020 - )","160",33
"Neasa Hourigan","Dublin Central","Green Party","/en/members/member/Neasa-Hourigan.D.2020-02-08/","33rd Dáil","(2020 - )","160",33
"Brendan Howlin","Wexford","Labour Party","/en/members/member/Brendan-Howlin.S.1983-02-23/","33rd Dáil","(2020 - )","160",33
"Heather Humphreys","Cavan-Monaghan","Fine Gael","/en/members/member/Heather-Humphreys.D.2011-03-09/","33rd Dáil","(2020 - )","160",33
"Paul Kehoe","Wexford","Fine Gael","/en/members/member/Paul-Kehoe.D.2002-06-06/","33rd Dáil","(2020 - )","160",33
"Alan Kelly","Tipperary","Labour Party","/en/members/member/Alan-Kelly.S.2007-07-23/","33rd Dáil","(2020 - )","160",33
"Gino Kenny","Dublin Mid-West","Solidarity - People Before Profit","/en/members/member/Gino-Kenny.D.2016-10-03/","33rd Dáil","(2020 - )","160",33
